No.,대분류,중분류,소분류,데이터명(데이터 기준단위),주요 데이터내용(해당 시스템에서 추출),데이터 내용(해당 시스템에서 추출),기관명,시스템명
34,산업안전보건,산업보건,직종별 산업안전,기상특보수집정보,"발표일시, 1-발표, 2-해제, 3-연장, 6-정정, 7-변경발표, 8-변경해제, 0-주의보, 1-경보, 1-강풍, 2-호우, 3-한파, 4-건조, 5-폭풍해일, 6-풍랑,7-태풍,  8-대설, 9-황사, 12-폭염","전체특보해제시각, 발표일시, 발표발효시각(특보발표시에만 제공), 발표번호, 0?정상, 1-취소된 특보, 해제발효시각(특보해제시에만 제공), 1-발표, 2-해제, 3-연장, 6-정정, 7-변경발표, 8-변경해제, 0-주의보, 1-경보, 1-강풍, 2-호우, 3-한파, 4-건조, 5-폭풍해일, 6-풍랑,7-태풍,  8-대설, 9-황사, 12-폭염, 특보구역코드정보 테이블 참조, 지점ID, 구역명",한국산업안전보건공단,직종별 플랫폼 재해예방 시스템
35,산업안전보건,산업보건,직종별 산업안전,사고정보(경찰청으로부터 수신한 사고내역),"사고내용코드, 사고번호, 사고유형, 사고유형대분류, 사고유형중분류, 요일, 주야, 사망자수, 지오메트리, 부상신고자수, 위치위도, 위치경도, 위치utmkx좌표, 위치utmky좌표, 법정동코드, 법규위반, 발생월일시, 발생시도, 발생시도코드, 발생시군구, 발생시군구코드, 발생년","사고내용코드, 사고번호, 사고유형, 사고유형대분류, 사고유형중분류, 요일, 주야, 사망자수, 지오메트리, 부상신고자수, 위치위도, 위치경도, 위치utmkx좌표, 위치utmky좌표, 법정동코드, 법규위반, 발생월일시, 발생시도, 발생시도코드, 발생시군구, 발생시군구코드, 발생년, 1당사자차종대분류, 도로형태, 도로형태대분류, 경상자수, 중상자수, 2당사자차종대분류",한국산업안전보건공단,직종별 플랫폼 재해예방 시스템
36,산업안전보건,산업보건,직종별 산업안전,교육영상정보,"교육영상아이디, 교육영상길이, 교육영상제목, 교육영상URL","공개_비공개 여부, 삭제여부, dl여부, dl수, 교육영상분류코드(01 : 모션 , 02 : 실사, 03 : 모션+실사), 교육영상아이디, 교육영상길이, 교육영상제목, 교육영상URL, 교육영상URLSSL, 데이터가 최초로 등록된 일시, 최초로 등록한 사용자아이디, 직종코드(01:이륜차, 02:택백, 03:대리, 04:택시, 05:대여, 06:가전), kogl구분코드, 데이터가 최종으로 변경된 일시, 최종으로 변경한 사용자아이디, 영상테마대분류코드(100 : 일반 , 200 : 날씨), 영상테마소분류코드",한국산업안전보건공단,직종별 플랫폼 재해예방 시스템
37,산업안전보건,산업보건,직업건강,자가측정신청정보,"신청일련번호, 신청자아이디, 시료신청수, 신청일시, 사업장관리번호, 사업개시번호, 통합사업장명, 컨설팅신청여부","표준산업분류코드, 인원수, 작업공정코드, 작업환경측정실시여부, 이메일알림전송일시, 삭제여부, 이메일발송여부, 신청일련번호, 고용노동부관리지사코드, 안전보건공단관리지사코드, 우편번호, 주소, 상세주소, 신청자직무코드, 신청자아이디, 시료신청수, 신청일시, 시료발송일시, 시료발송자아이디, 시료접수일시, 시료접수자아이디, 신청상태코드, 통합사업장사업관계키맵관리번호, 사업장관리번호, 사업개시번호, 통합사업장명, 컨설팅신청여부, 컨설팅신청일시, 컨설팅내용, 암호화여부, 공개여부, 컨설팅신청구분코드, 신청자신청구분코드, 인지도구분코드, 인지도내용, 인지도등록일자, 컨설팅답변일자, 최초입력자아이디, 최초입력부서코드, 최초입력지사코드, 최초입력일시, 최종수정자아이디, 최종수정부서코드, 최종수정지사코드, 최종수정일시, 택배회사구분코드, 택배송장번호",한국산업안전보건공단,화학물질 노출정보 알리미
38,산업안전보건,산업보건,직업건강,시료분석정보,"시료일련번호, 카스번호, 유해물질명, 평균작업환경측정결과값, 노출기준값","시료일련번호, 카스번호, 유해물질명, 평균작업환경측정결과값, 노출기준값, 최초입력자아이디, 최초입력부서코드, 최초입력지사코드, 최초입력일시, 최종수정자아이디, 최종수정부서코드, 최종수정지사코드, 최종수정일시",한국산업안전보건공단,화학물질 노출정보 알리미
39,산업안전보건,산업안전,산업안전 감독신?고사건,산업안전 사업장감독,"점검감독유형, 점검감독명, 사업장명, 사업장소재지, 사업장연락처, 처리관서, 이름, 주민등록번호, 주소, 사업장명, 사업장주소, 연락처, 위반법조항, 위반내용, 조치내용, 과태료부과금액","점검감독유형, 점검감독명, 사업장명, 사업장소재지, 사업장연락처, 처리관서, 이름, 주민등록번호, 주소, 사업장명, 사업장주소, 연락처, 위반법조항, 위반내용, 조치내용, 과태료부과금액",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
40,산업안전보건,산업안전,산업안전 감독신?고사건,산업안전 신고사건,"신고사건구분, 접수일자, 접수번호, 처리기한, 처리관서, 신고인 인적사항, 피신고인 인적사항, 위반법조항, 위반내용, 조치내용, 과태료부과금액","신고사건구분, 접수일자, 접수번호, 처리기한, 처리관서, 신고인 이름, 신고인 주민등록번호, 신고인 주소, 신고인 연락처, 피신고인 이름, 피신고인 주민등록번호, 피신고인 주소, 피신고인 사업장명, 피신고인 사업장주소, 피신고인 연락처, 위반법조항, 위반내용, 조치내용, 과태료부과금액",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
41,산업안전보건,산업안전,산업안전 감독신?고사건,위험상황 신고조사,"신고내용, 신고 접수방법, 처리관서, 사업장명, 소재지, 대표자, 신고인 정보, 조치대상자 정보, 위반법조항, 위반내용, 조치내용, 과태료부과금액","신고 접수일자, 신고내용, 신고 접수방법, 처리관서, 사업장명, 소재지, 대표자, 신고인 이름, 신고인 생년월일, 신고인 전화번호, 신고인 주소, 조치대상자 이름, 조치대상자 주민등록번호, 조치대상자 주소, 조치대상자 사업장명, 조치대상자 사업장주소, 조치대상자 연락처, 위반법조항, 위반내용, 조치내용, 과태료부과금액",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
42,산업안전보건,산업안전,산업안전 지도사,산업안전 지도사,"지도사 인적사항, 업무영역, 시험합격일자, 사무소명, 소재지, 관할관서","이름, 생년월일, 주소, 연락처, 등록번호, 등록년월일, 업무영역, 시험합격일자, 사무소명, 소재지, 관할관서",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
43,산업안전보건,산업안전,산업안전보건 지정기관,산업안전보건 지정기관,"기관종류, 기관유형, 기관명, 업무영역, 소재지, 대표자, 연락처, 관할관서, 지정현황, 자격종류, 자격번호, 경력, 발령일자, 겸직여부","기관종류, 기관유형, 기관명, 업무영역, 소재지, 대표자, 연락처, 관할관서, 지정현황, 이름, 주민등록번호, 자격종류, 자격번호, 경력, 발령일자, 겸직여부",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
44,산업안전보건,산업안전,안전보건관리,산업안전보건선임자,"사업장명, 사업장, 소재지, 업종, 근로자수, 사업장, 연락처, 관할관서, 관리자구분, 선임자 인적사항","사업장명, 사업장, 소재지, 업종, 근로자수, 사업장, 연락처, 관할관서, 관리자구분, 성명(기관명), 연락처, 선임구분, 선임년월, 전임구분, 자격, 면허번호, 생년월일, 직위직책",고용노동부(안전보건감독기획과),근로감독행정 정보시스템(노사누리)
45,산업안전보건,산업안전,사업장 기술지원,민간위탁 안전지원 사업장,"사업연도, 사업장일련번호, 사업장관리번호, 사업장개시번호, 사업자등록번호, 사업장명, 관리지사코드, 노동부관할지청코드, 대표자명, 업종코드","사업연도, 사업장일련번호, 사업장관리번호, 사업장개시번호, 사업자등록번호, 사업장명, 관리지사코드, 노동부관할지청코드, 대표자명, 업종코드, 사업장 주소, 선정기준공통코드, 생산품명, 지원기관형태공통코드, 대행기관코드, 사업장담당자명, 사업장담당자전화번호, 사업장팩스번호, 사업장담당자이메일, 지원결과공통코드, 사업장종결사유공통코드, 제외사유공통코드, 산재근로자수, 조치의뢰요청여부, 교육분야공통코드, 외국인근로자수, 고령근로자수, 비정규직근로자수, 타클린결정일시, 교육지원수, 관리번호변경사업장관리번호, 관리번호변경사업장개시번호, 관리번호변경내용, 사업장상태공통코드, 수수료금액, 외국인근로자작업내용위험요인명, 고령근로자작업내용및위험요인명, 주요작업내용위험요인명, 확인방법공통코드, 미조치처리결과공통코드, 여성근로자수, 여성근로자작업내용위험요인명, 컨소시엄여부, 재해예방기관코드, 추락지적건수총합수, 전도지적건수총합건수, 협착지적집계건수, 기타지적총합건수, 고령자작업추락총합건수, 전도개선총합건수, 협착개선총합건수, 고령자작업개선총합건수, 조치총합추락건수, 전도조치건수집계건수, 협착조치건수, 조치총합기타건수, 대행기관일련번호, 문서번호, 현장주소, 위험요인자기관리실적일자, 지게차보유여부, 천정크레인보유여부, 일용직근로자수, 근로자수, 신규채용자수, 기타내용, 실제지게차건수, 보건담당자선임여부, 위탁기관참고내용, 긴급지원선정일자, 지붕구분공통코드, 지붕공사예정일자, 안전보건관리자직책명, 안전보건관리자명, 기술지원지속희망여부, 기술지원안내여부, 산업안전대진단안내여부, 산업안전대진단실시여부",한국산업안전보건공단,K2B 시스템
46,산업안전보건,산업안전,유해위험 사업장 ,건설업 유해위험 방지계획서 사업장,"공사장명, 발주기관소속구분코드, 공사구분코드, 공사총금액, 연인원수, 안전보건공단관리지사코드, 고용노동부관리지사코드, 사업장업태명, 사업장종목명","관리번호, 통합사업장사업관계키맵관리번호, 사업장관리번호, 사업개시번호, 사업자등록번호, 공사장명, 발주기관소속구분코드, 공사구분코드, 공사장주소, 공사장전화번호, 공사장팩스번호, 공사시작일자, 공사종료일자, 공사총금액, 연인원수, 안전보건공단관리지사코드, 고용노동부관리지사코드, 사업장업태명, 사업장종목명, 실제공사종료일자, 공사종류구분코드, 공사규모내용, 공사연결일자, 종료구분코드, 행정동PNU코드, 건물관리번호",한국산업안전보건공단,건설업유해위험방지계획서업무시스템
